handle,platform,followers,average_likes,average_comments,average_views,gcc_audience_pct,saudi_audience_pct,uae_audience_pct,female_audience_pct,beauty_content_pct,fashion_content_pct,luxury_content_pct,lifestyle_content_pct,sponsored_content_pct,content_consistency_score,comment_quality_score,success,is_synthetic
@synthetic_creator_0547,instagram,79997,2119,106,25604,62.4,26.0,25.9,69.0,33.6,37.1,3.2,9.2,3.6,0.847,0.607,0,True
@synthetic_creator_0548,tiktok,626697,43182,1461,112022,92.6,33.0,36.9,72.3,33.4,45.4,0.0,7.4,16.5,0.902,0.781,1,True
@synthetic_creator_0549,instagram,594335,14979,293,161289,60.1,18.2,21.7,51.8,8.8,18.6,0.0,17.4,14.8,0.841,0.68,1,True
@synthetic_creator_0550,youtube,425936,10116,528,97580,14.2,9.1,3.5,75.5,36.6,20.5,2.6,30.5,3.4,0.777,0.41,0,True
@synthetic_creator_0551,instagram,523263,6755,191,207827,60.1,38.8,15.4,57.3,53.9,50.6,1.1,1.9,38.6,0.963,0.667,0,True
@synthetic_creator_0552,instagram,382966,27191,707,42453,100.0,33.8,32.3,75.4,25.4,34.5,12.9,30.0,33.6,0.361,0.798,1,True
@synthetic_creator_0553,instagram,3085079,131115,4654,1164222,22.8,8.2,11.5,37.4,12.6,0.0,18.1,9.3,0.2,0.924,0.932,0,True
@synthetic_creator_0554,instagram,241708,4970,157,46057,55.7,26.7,21.0,70.0,26.4,31.8,8.7,18.5,3.4,0.734,0.681,0,True
@synthetic_creator_0555,instagram,185628,2253,99,39686,49.3,18.5,15.6,58.8,47.1,16.3,24.1,30.9,6.4,0.486,0.569,1,True
@synthetic_creator_0556,instagram,108636,9328,157,25530,57.4,34.1,5.6,82.2,5.5,38.5,2.2,18.3,9.3,0.687,0.744,1,True
@synthetic_creator_0557,instagram,77752,2895,92,11109,59.9,19.3,13.6,64.3,41.6,31.1,8.6,12.0,6.1,0.841,0.517,0,True
@synthetic_creator_0558,instagram,60272,808,44,23342,83.5,43.4,26.7,83.7,16.4,0.0,9.5,22.2,3.9,0.613,0.949,1,True
@synthetic_creator_0559,youtube,92359,3804,44,34082,57.1,25.9,8.3,72.6,34.8,29.0,20.9,13.3,2.6,0.765,0.708,1,True
@synthetic_creator_0560,instagram,246516,2093,68,96268,86.9,42.2,21.5,63.1,18.7,28.2,11.1,20.2,14.9,0.536,0.455,1,True
@synthetic_creator_0561,youtube,400774,12669,545,159877,52.1,24.5,15.5,76.8,18.7,30.5,11.3,13.0,21.0,0.556,0.673,1,True
@synthetic_creator_0562,youtube,285321,9044,491,81153,46.2,16.7,21.5,76.9,60.5,33.6,0.0,23.6,13.2,0.802,0.668,0,True
@synthetic_creator_0563,tiktok,107082,2705,107,22282,38.3,14.9,16.6,72.1,1.8,47.4,1.0,1.1,3.0,0.661,0.398,0,True
@synthetic_creator_0564,instagram,790342,67563,3460,274846,9.6,3.1,4.2,30.6,39.7,31.2,21.0,4.9,17.7,0.514,0.838,0,True
@synthetic_creator_0565,tiktok,651671,22306,471,38013,61.9,21.4,18.0,50.3,64.6,25.3,0.0,0.9,0.3,0.628,0.71,1,True
@synthetic_creator_0566,youtube,221554,4729,130,75780,100.0,69.1,8.8,85.8,43.7,42.2,23.4,14.4,63.4,0.918,0.728,1,True
@synthetic_creator_0567,instagram,122577,1628,92,27463,66.5,27.4,23.5,46.2,3.4,58.6,15.0,0.0,27.6,0.794,0.971,1,True
@synthetic_creator_0568,instagram,518198,9683,525,148011,72.2,30.5,12.9,78.2,4.4,38.7,2.5,8.1,4.1,0.773,0.806,1,True
@synthetic_creator_0569,instagram,336235,24270,919,60830,44.7,15.7,15.6,75.6,15.0,28.1,1.7,3.9,1.0,0.843,0.836,0,True
@synthetic_creator_0570,instagram,47204,4100,138,8450,48.9,29.4,15.3,54.1,33.2,31.5,29.0,29.8,6.1,0.872,0.571,1,True
@synthetic_creator_0571,instagram,247316,9268,301,15111,79.6,53.3,13.9,35.1,34.5,28.8,24.1,5.1,14.7,0.568,0.69,1,True
@synthetic_creator_0572,instagram,367486,15538,201,72882,100.0,61.6,22.6,56.5,4.6,25.3,8.8,2.1,17.9,0.884,0.612,0,True
@synthetic_creator_0573,tiktok,91159,2559,139,17586,92.2,50.3,25.4,96.2,12.5,57.5,11.3,17.5,4.3,0.746,0.879,1,True
@synthetic_creator_0574,instagram,336991,22219,1131,43362,75.1,47.0,19.7,52.1,13.8,13.8,3.5,31.9,13.4,0.919,0.814,1,True
@synthetic_creator_0575,instagram,46826,2870,94,6394,55.9,25.8,13.9,53.1,26.4,42.3,11.3,13.8,1.3,0.92,0.204,0,True
@synthetic_creator_0576,snapchat,1333640,60776,1456,339343,60.2,38.8,10.7,50.0,69.7,23.1,3.3,14.6,22.3,0.704,0.837,1,True
@synthetic_creator_0577,instagram,1199649,64523,1751,193407,36.2,22.4,4.2,83.2,11.3,2.8,9.2,27.9,11.6,0.348,0.679,0,True
@synthetic_creator_0578,instagram,198189,13141,212,67500,18.8,5.7,7.5,61.4,10.5,22.2,28.1,23.8,11.0,0.733,0.591,0,True
@synthetic_creator_0579,instagram,415046,25069,1155,36932,26.8,13.3,5.1,55.6,7.3,16.8,9.0,19.3,8.3,0.727,0.448,0,True
@synthetic_creator_0580,instagram,14884,431,16,3753,56.2,22.8,16.9,86.2,42.7,33.7,0.0,9.2,25.9,0.81,0.425,0,True
@synthetic_creator_0581,instagram,66995,2528,54,7102,47.7,16.0,20.9,73.7,29.2,26.4,0.0,19.6,33.9,0.507,0.896,0,True
@synthetic_creator_0582,instagram,188615,3857,158,44302,18.3,11.7,1.4,51.2,12.1,9.7,11.3,1.4,2.3,0.886,0.651,0,True
@synthetic_creator_0583,youtube,74119,357,21,18039,54.1,16.4,20.3,46.6,22.7,47.1,2.4,8.8,6.2,0.927,0.64,0,True
@synthetic_creator_0584,youtube,632398,39643,639,173785,47.0,27.9,5.8,82.4,14.2,41.4,12.5,29.3,0.2,0.688,0.642,1,True
@synthetic_creator_0585,instagram,2948348,125653,4137,588486,25.7,17.9,2.9,65.3,35.9,48.8,0.0,28.0,5.5,0.936,0.913,0,True
@synthetic_creator_0586,tiktok,65385,3085,107,14928,45.7,22.5,5.1,41.8,83.7,28.6,16.9,19.4,4.3,0.904,0.916,1,True
@synthetic_creator_0587,tiktok,98227,88,1,11132,47.0,21.1,7.8,38.3,41.0,24.5,0.0,0.0,1.2,0.959,0.67,0,True
@synthetic_creator_0588,youtube,355947,5395,197,75480,39.6,21.5,14.3,48.3,28.1,35.6,10.5,2.9,1.2,0.728,0.418,0,True
@synthetic_creator_0589,instagram,1854896,54295,2188,334921,78.2,48.6,23.6,46.4,16.7,16.3,6.6,8.2,19.3,0.935,0.321,1,True
@synthetic_creator_0590,tiktok,61892,2063,36,17524,7.4,2.9,2.8,34.3,3.1,27.0,27.2,13.3,7.2,0.814,0.723,0,True
@synthetic_creator_0591,instagram,361798,13188,233,73151,5.4,2.1,1.8,48.5,44.7,22.4,11.7,2.5,17.9,0.797,0.581,0,True
@synthetic_creator_0592,instagram,2387025,72193,3813,770459,55.1,29.9,16.8,51.2,43.6,3.1,29.5,12.5,7.7,0.765,0.595,1,True
@synthetic_creator_0593,youtube,36970,598,15,7360,57.4,38.8,13.7,58.1,20.7,26.9,15.6,32.7,8.6,0.802,0.441,1,True
@synthetic_creator_0594,instagram,57682,6194,257,7644,65.1,27.3,19.3,90.4,54.3,18.4,24.3,19.0,12.8,0.968,0.601,1,True
@synthetic_creator_0595,instagram,161405,5400,223,23531,41.5,18.7,5.0,61.0,30.4,21.4,7.9,17.2,1.2,0.609,0.464,0,True
@synthetic_creator_0596,instagram,143672,1770,91,9460,32.1,22.4,6.1,62.5,45.5,30.5,13.5,4.8,18.1,0.488,0.505,0,True
@synthetic_creator_0597,youtube,711493,44306,2082,170026,54.8,20.3,27.3,72.6,35.9,44.1,22.2,0.0,1.4,0.983,0.414,1,True
@synthetic_creator_0598,instagram,358610,20436,1063,122217,44.0,14.5,10.4,61.4,26.5,12.3,19.0,2.7,1.8,0.781,0.596,1,True
@synthetic_creator_0599,instagram,31889,182,7,10178,93.8,50.3,20.8,71.0,10.9,20.0,15.3,0.0,1.7,0.764,0.319,1,True
@synthetic_creator_0600,tiktok,498068,9501,308,101220,46.9,14.5,13.5,69.2,27.1,13.5,6.7,15.8,13.6,0.339,0.437,0,True
@synthetic_creator_0601,instagram,134182,1485,44,15919,53.7,20.0,14.6,66.8,46.8,12.5,8.4,18.8,4.0,0.711,0.324,0,True
@synthetic_creator_0602,instagram,1238407,42639,1234,436191,100.0,54.9,28.5,100.0,19.8,16.1,21.4,5.3,11.7,0.887,0.954,1,True
@synthetic_creator_0603,tiktok,126360,3627,112,8829,50.1,28.3,9.3,78.7,38.8,22.1,23.5,16.5,10.1,0.515,0.787,0,True
@synthetic_creator_0604,snapchat,124999,4089,67,23715,68.9,34.7,26.1,48.8,8.3,33.8,4.1,29.7,8.0,0.956,0.228,1,True
@synthetic_creator_0605,tiktok,513681,19161,597,179693,71.2,32.3,26.2,70.6,45.6,29.8,2.6,34.6,2.5,0.617,0.857,0,True
@synthetic_creator_0606,instagram,670320,23009,678,125759,73.3,38.9,7.5,53.1,36.3,9.1,1.0,22.7,0.5,0.7,0.933,1,True
@synthetic_creator_0607,instagram,459419,9603,112,41924,62.2,34.7,19.0,71.7,6.0,44.4,18.3,13.3,8.0,0.326,0.611,0,True
@synthetic_creator_0608,tiktok,35499,3398,80,5079,59.8,37.2,15.0,44.4,25.5,39.2,0.7,22.4,19.2,0.677,0.61,1,True
@synthetic_creator_0609,instagram,511775,41886,1993,133066,57.5,35.5,11.2,48.4,48.6,11.5,18.2,28.5,5.3,0.582,0.828,1,True
@synthetic_creator_0610,tiktok,77561,1877,73,8005,40.6,23.0,8.8,70.2,4.8,43.4,15.5,0.0,6.1,0.369,0.531,0,True
@synthetic_creator_0611,instagram,355873,27529,1384,99369,63.1,41.5,15.2,80.0,8.6,29.9,4.5,29.8,8.0,0.74,0.929,1,True
@synthetic_creator_0612,youtube,48606,2231,82,9884,100.0,63.5,16.6,72.5,28.6,22.7,25.6,9.6,8.6,0.689,0.943,1,True
@synthetic_creator_0613,instagram,458440,20709,1091,76576,85.3,30.1,16.3,77.8,72.7,30.4,0.0,9.7,3.8,0.669,0.779,1,True
@synthetic_creator_0614,snapchat,101934,4521,225,13692,62.6,42.7,7.7,70.6,16.5,24.6,26.6,11.5,8.5,0.835,0.859,1,True
@synthetic_creator_0615,instagram,57574,4824,71,19469,76.4,50.2,9.4,67.6,39.9,33.2,13.2,18.2,29.6,0.826,0.462,1,True
@synthetic_creator_0616,tiktok,631961,58986,3471,119336,33.3,14.3,11.6,57.4,35.2,27.8,0.0,3.9,2.6,0.877,0.772,0,True
@synthetic_creator_0617,instagram,358603,964,10,110617,48.5,14.9,10.3,77.2,18.2,19.9,25.9,12.2,11.7,0.794,0.786,0,True
@synthetic_creator_0618,instagram,128441,2606,103,26217,78.7,42.6,21.2,80.4,33.2,0.0,19.7,20.3,28.9,0.897,0.58,0,True
@synthetic_creator_0619,instagram,1530973,94306,4679,125774,92.2,43.8,23.2,64.1,21.0,32.9,5.7,17.2,50.7,0.513,0.55,1,True
@synthetic_creator_0620,instagram,158137,6195,164,32287,35.7,21.4,10.1,63.2,22.8,19.4,0.4,18.8,15.9,0.864,0.375,0,True
@synthetic_creator_0621,instagram,278877,6515,260,63497,42.9,21.9,10.3,88.9,0.0,36.7,0.0,11.8,7.9,0.601,0.851,0,True
@synthetic_creator_0622,instagram,370532,25338,712,77902,100.0,33.1,50.7,64.7,29.5,32.2,34.2,21.9,0.9,0.88,0.562,1,True
@synthetic_creator_0623,snapchat,127567,3505,45,42822,57.4,22.8,25.6,66.1,48.0,19.8,0.8,25.6,0.1,0.631,0.856,1,True
@synthetic_creator_0624,youtube,472297,20505,213,174182,100.0,65.3,10.8,72.3,31.1,40.3,0.0,25.0,3.9,0.977,0.482,1,True
@synthetic_creator_0625,tiktok,141472,6724,99,46031,60.2,19.0,25.2,63.5,51.8,28.1,12.7,19.3,6.9,0.72,0.697,0,True
@synthetic_creator_0626,instagram,163739,2500,37,41585,61.2,36.4,8.1,52.7,41.6,27.5,0.0,24.4,40.1,0.905,0.75,1,True
@synthetic_creator_0627,instagram,1376660,53382,2164,329720,47.4,19.7,19.2,70.7,28.8,22.9,0.2,23.7,10.1,0.718,0.229,1,True
@synthetic_creator_0628,instagram,76979,1678,60,21216,78.6,37.8,23.7,64.4,17.4,50.3,19.9,41.8,12.0,0.59,0.858,0,True
@synthetic_creator_0629,instagram,14833,244,7,2235,88.9,45.6,16.3,92.6,20.3,14.3,14.6,27.2,13.8,0.681,0.489,0,True
@synthetic_creator_0630,tiktok,1854497,12955,577,619673,29.1,11.7,6.1,76.8,0.6,20.2,6.1,14.1,3.3,0.577,0.8,0,True
@synthetic_creator_0631,youtube,5718365,325628,3530,2000837,46.2,25.9,9.3,56.1,24.7,6.4,10.2,5.9,1.3,0.5,0.485,0,True
@synthetic_creator_0632,instagram,164996,8483,199,23681,77.9,45.0,22.4,75.9,32.9,35.9,5.6,12.4,4.5,0.695,0.714,1,True
@synthetic_creator_0633,instagram,26259,1094,53,9610,51.8,17.3,23.4,69.6,64.3,16.3,9.4,11.7,35.3,0.932,0.961,0,True
@synthetic_creator_0634,instagram,184872,4334,240,64161,42.7,19.2,5.2,84.6,40.6,17.9,2.4,20.1,1.7,0.485,0.824,0,True
@synthetic_creator_0635,instagram,190333,3019,96,37794,80.2,48.0,12.3,57.1,12.7,17.2,4.2,8.0,4.7,0.887,0.824,1,True
@synthetic_creator_0636,instagram,213649,12622,177,78654,82.6,48.6,15.4,67.8,1.2,25.9,3.9,26.9,5.7,0.155,0.318,0,True
@synthetic_creator_0637,instagram,70539,1540,76,6500,43.8,22.7,11.6,63.5,25.9,6.2,2.7,1.1,15.8,0.658,0.676,0,True
@synthetic_creator_0638,instagram,537924,33759,1831,32165,60.3,36.9,6.8,65.9,46.2,0.0,20.4,0.0,12.4,0.319,0.699,0,True
@synthetic_creator_0639,instagram,503535,31787,975,86483,24.8,8.5,6.5,51.7,25.6,31.9,17.7,13.6,15.8,0.901,0.618,0,True
@synthetic_creator_0640,tiktok,44654,1524,33,11069,32.6,11.3,15.6,73.6,40.8,0.0,0.7,6.6,15.1,0.98,0.485,0,True
@synthetic_creator_0641,snapchat,620968,21866,266,107430,58.1,32.7,12.3,71.3,26.4,37.8,0.0,2.4,15.0,0.625,0.437,1,True
@synthetic_creator_0642,instagram,3150973,164683,6513,1196499,55.8,32.2,15.2,84.3,44.3,48.4,8.4,8.6,2.0,0.808,0.743,1,True
@synthetic_creator_0643,instagram,329836,39189,2174,45896,30.8,19.3,5.7,64.8,0.0,22.5,31.6,7.4,57.7,0.682,0.533,0,True
@synthetic_creator_0644,instagram,179012,21751,954,26569,37.1,13.8,11.2,58.8,62.1,44.5,0.0,15.1,20.3,0.814,0.228,1,True
@synthetic_creator_0645,tiktok,226295,3879,100,61595,28.4,14.4,8.0,76.8,7.8,24.6,8.4,8.8,5.2,0.947,0.793,0,True
@synthetic_creator_0646,instagram,561466,17497,737,28832,66.4,37.5,10.3,53.1,45.9,49.0,10.9,9.6,22.4,0.83,0.867,0,True
@synthetic_creator_0647,tiktok,33630,535,27,10245,5.8,2.3,1.2,81.3,24.6,18.2,8.9,15.0,34.8,0.88,0.811,0,True
@synthetic_creator_0648,instagram,326853,24817,838,59524,29.7,15.1,11.6,81.2,27.7,0.0,5.4,25.1,39.4,0.741,0.955,0,True
@synthetic_creator_0649,snapchat,167953,12844,654,65873,8.4,4.7,2.7,83.9,25.2,23.8,21.6,29.7,30.4,0.621,0.759,0,True
@synthetic_creator_0650,instagram,2464230,49234,1457,719545,65.5,25.3,25.8,70.6,35.1,50.6,14.5,16.5,9.6,0.616,0.23,0,True
@synthetic_creator_0651,instagram,217726,7778,213,14865,9.9,4.5,1.5,57.7,39.2,33.0,18.5,17.3,4.8,0.839,0.707,0,True
@synthetic_creator_0652,instagram,1985666,42900,1679,163658,55.8,21.6,7.5,66.6,51.2,17.3,15.9,13.2,5.0,0.887,0.617,1,True
@synthetic_creator_0653,instagram,71361,1074,35,5770,96.0,63.5,9.9,70.7,58.2,29.9,18.9,19.8,42.7,0.631,0.764,1,True
@synthetic_creator_0654,instagram,542916,65425,3850,208163,96.8,38.2,44.7,56.6,36.6,39.6,25.8,18.9,29.0,0.896,0.707,1,True
@synthetic_creator_0655,youtube,393674,15003,537,113936,9.9,3.4,4.4,85.0,64.3,23.7,23.3,28.3,9.0,0.869,0.715,0,True
@synthetic_creator_0656,tiktok,94574,2726,79,18882,62.5,19.6,22.0,73.7,31.9,64.4,33.2,0.0,7.5,0.639,0.474,0,True
@synthetic_creator_0657,snapchat,331995,32533,967,39895,30.3,9.6,16.1,51.6,51.5,17.2,22.2,12.7,7.2,0.635,0.441,0,True
@synthetic_creator_0658,snapchat,1149712,113963,4261,409037,25.2,9.5,4.5,93.2,38.6,40.0,3.3,18.4,14.5,0.853,0.433,0,True
@synthetic_creator_0659,instagram,181943,1651,45,21932,52.2,28.3,12.8,66.5,19.0,36.4,18.5,14.7,41.1,0.945,0.818,0,True
@synthetic_creator_0660,youtube,35229,958,44,10474,85.7,26.3,18.4,48.6,33.6,14.5,17.1,5.6,4.8,0.839,0.508,1,True
@synthetic_creator_0661,tiktok,262741,15919,462,83331,70.0,29.0,15.7,52.5,40.1,18.6,29.2,2.0,19.5,0.397,0.713,0,True
@synthetic_creator_0662,instagram,90861,10957,320,13913,37.1,12.0,19.2,87.3,29.4,40.3,0.3,23.1,11.9,0.575,0.835,1,True
@synthetic_creator_0663,tiktok,177938,7262,296,40342,72.6,33.5,28.2,92.4,38.3,27.2,15.6,7.4,11.6,0.966,0.89,1,True
@synthetic_creator_0664,snapchat,243310,2256,29,31154,0.0,0.0,0.0,80.1,47.3,30.1,3.2,0.0,39.1,0.523,0.638,0,True
@synthetic_creator_0665,tiktok,34655,1039,44,6328,36.2,19.6,5.8,84.8,29.5,0.5,15.1,23.6,32.0,0.977,0.579,0,True
@synthetic_creator_0666,tiktok,38607,136,4,14971,34.4,19.8,8.1,83.2,0.0,34.8,7.9,19.6,18.1,0.737,0.703,0,True
@synthetic_creator_0667,instagram,478532,26985,881,140017,57.0,33.7,5.5,73.4,63.6,29.3,14.8,13.8,7.4,0.843,0.987,0,True
@synthetic_creator_0668,youtube,143306,8225,378,49629,49.9,19.5,16.2,69.9,24.0,24.0,0.0,5.9,11.5,0.961,0.562,0,True
@synthetic_creator_0669,instagram,12361,516,24,2956,51.5,33.3,10.0,73.1,13.5,30.4,17.9,13.9,0.3,0.843,0.81,1,True
@synthetic_creator_0670,tiktok,688184,52144,2727,91985,50.6,29.2,8.0,76.0,7.5,18.9,12.1,27.2,17.3,0.453,0.587,0,True
@synthetic_creator_0671,tiktok,372072,4461,128,111438,55.6,17.9,14.1,53.9,23.3,16.1,11.5,0.0,32.5,0.647,0.572,1,True
@synthetic_creator_0672,instagram,113931,4171,109,25657,68.5,32.6,12.1,76.0,18.7,21.4,29.5,0.0,8.7,0.799,0.734,1,True
@synthetic_creator_0673,instagram,55259,794,36,6183,58.7,35.7,17.6,86.9,15.3,18.0,6.2,8.7,25.3,0.947,0.767,0,True
@synthetic_creator_0674,tiktok,731585,15468,604,142183,47.9,20.3,11.9,61.9,16.4,57.7,13.4,14.7,1.7,0.489,0.949,1,True
@synthetic_creator_0675,instagram,408080,10794,448,111076,65.0,29.4,19.6,60.3,40.6,38.7,11.0,10.0,18.4,0.953,0.746,0,True
@synthetic_creator_0676,instagram,4681470,191074,7218,1438925,75.7,41.7,12.9,72.1,70.6,10.5,12.0,21.4,3.2,0.555,0.91,1,True
@synthetic_creator_0677,instagram,444287,19156,931,60035,41.1,13.2,17.3,55.3,46.4,55.5,32.2,25.9,0.7,0.762,0.64,1,True
@synthetic_creator_0678,tiktok,427300,23010,448,152374,53.5,36.8,4.4,45.2,52.5,18.5,10.6,17.8,6.4,0.724,0.498,0,True
@synthetic_creator_0679,instagram,219627,16694,630,40157,84.0,31.1,12.9,82.2,22.5,25.4,4.3,20.6,10.3,0.844,0.69,0,True
@synthetic_creator_0680,instagram,715066,24216,433,103611,27.4,8.5,12.2,58.2,32.1,38.5,28.7,17.7,9.8,0.847,0.737,1,True
@synthetic_creator_0681,youtube,568128,14089,427,67205,100.0,30.2,44.4,65.3,38.5,0.0,6.9,15.1,38.1,0.305,0.771,0,True
@synthetic_creator_0682,instagram,1205096,112404,4855,399441,21.5,9.9,4.2,55.8,16.8,21.4,0.0,2.1,8.8,0.708,0.611,0,True
@synthetic_creator_0683,youtube,143546,2494,86,24970,46.4,30.3,6.6,84.2,21.5,16.4,2.6,4.7,2.7,0.816,0.241,0,True
@synthetic_creator_0684,instagram,159135,3509,101,34880,31.2,19.6,9.0,77.8,47.1,28.1,0.0,1.5,4.8,0.883,0.564,0,True
@synthetic_creator_0685,instagram,151006,12198,661,19326,100.0,66.5,8.8,61.4,51.8,30.6,0.0,13.5,12.1,0.452,0.806,1,True
@synthetic_creator_0686,tiktok,693122,43868,2133,201096,42.4,21.8,6.4,47.3,31.3,23.8,6.4,17.3,14.2,0.622,0.893,0,True
@synthetic_creator_0687,instagram,1620182,48261,1752,523904,42.5,20.4,10.1,59.8,6.1,23.1,9.3,0.5,2.2,0.603,0.455,0,True
@synthetic_creator_0688,snapchat,154722,3823,219,26116,45.7,20.8,9.2,73.6,24.1,41.0,21.8,15.7,12.0,0.894,0.775,1,True
@synthetic_creator_0689,instagram,161179,3628,113,61373,57.4,18.3,23.1,67.8,1.2,29.5,16.3,6.2,6.9,0.772,0.765,1,True
@synthetic_creator_0690,youtube,391168,27467,1356,23749,46.8,31.1,9.7,66.6,31.5,25.6,15.8,4.3,3.3,0.95,0.573,1,True
@synthetic_creator_0691,instagram,199802,7598,139,19286,51.7,25.8,13.4,68.2,35.1,27.2,1.1,8.7,15.9,0.873,0.534,0,True
@synthetic_creator_0692,youtube,841098,10473,254,215384,0.0,0.0,0.0,76.4,24.6,52.5,18.8,3.8,7.3,0.338,0.585,0,True
@synthetic_creator_0693,instagram,17995,932,25,5317,56.4,28.6,12.8,64.4,34.8,27.6,23.9,21.1,15.9,0.47,0.445,0,True
@synthetic_creator_0694,tiktok,99504,2137,32,13705,55.4,34.2,13.9,71.8,38.3,17.3,13.9,13.3,41.3,0.47,0.334,0,True
@synthetic_creator_0695,instagram,104935,2469,86,25596,81.0,31.6,11.1,50.2,35.1,0.0,14.2,23.2,5.1,0.843,0.575,1,True
@synthetic_creator_0696,youtube,16573,1066,20,2675,87.7,51.2,14.2,100.0,6.0,3.5,0.0,10.6,0.3,0.793,0.761,1,True
@synthetic_creator_0697,instagram,84426,2696,112,20594,50.3,29.4,12.8,60.7,24.9,18.0,20.5,10.9,35.3,0.712,0.721,0,True
@synthetic_creator_0698,instagram,89483,4637,90,25123,75.4,48.2,10.8,68.1,38.2,23.4,27.8,33.7,14.9,0.839,0.641,1,True
@synthetic_creator_0699,tiktok,210801,6846,110,82314,27.5,8.3,4.7,73.5,61.6,16.7,13.2,0.0,4.6,0.803,0.759,1,True
@synthetic_creator_0700,instagram,1020250,26021,1521,213736,74.2,27.3,19.1,58.8,24.6,30.3,4.1,27.8,2.5,0.854,0.813,1,True
@synthetic_creator_0701,tiktok,199970,5036,216,55366,40.7,19.9,13.0,65.1,41.0,16.5,8.4,31.5,15.7,0.842,0.611,0,True
@synthetic_creator_0702,tiktok,77887,6650,377,19651,25.4,16.3,2.5,64.9,47.6,11.3,5.8,22.7,3.1,0.6,0.761,1,True
@synthetic_creator_0703,instagram,250610,8832,304,40384,50.4,34.5,10.0,51.3,26.1,34.2,6.4,11.7,7.8,0.816,0.645,0,True
@synthetic_creator_0704,tiktok,945064,45805,534,130959,90.0,48.4,27.7,71.6,53.0,45.5,16.5,29.3,8.0,0.881,0.679,1,True
@synthetic_creator_0705,instagram,83187,1127,43,32921,59.5,22.9,21.3,40.3,54.0,8.4,12.8,11.8,46.8,0.909,0.679,0,True
@synthetic_creator_0706,tiktok,89977,5720,216,11013,92.4,34.5,20.1,91.3,57.6,28.7,20.0,7.9,7.0,0.515,0.838,1,True
@synthetic_creator_0707,instagram,524530,17358,186,171309,36.3,20.2,11.0,76.9,39.2,0.0,13.7,11.1,13.3,0.876,0.901,1,True
@synthetic_creator_0708,instagram,205696,7344,389,20838,81.2,31.2,16.4,74.6,77.2,2.9,1.4,9.3,16.6,0.579,0.883,1,True
@synthetic_creator_0709,youtube,583606,15853,649,193478,38.7,20.2,13.8,39.0,17.7,16.2,5.0,5.5,24.0,0.573,0.825,0,True
@synthetic_creator_0710,snapchat,263978,17385,821,30358,60.6,38.4,13.9,53.1,72.5,42.0,4.4,26.1,6.6,0.74,0.581,1,True
@synthetic_creator_0711,snapchat,622809,27164,942,241964,60.4,27.5,7.7,85.8,45.4,13.3,8.1,7.3,2.0,0.498,0.869,0,True
@synthetic_creator_0712,tiktok,77490,1987,81,22479,71.5,32.3,26.7,100.0,56.8,12.8,27.9,14.7,5.3,0.782,0.639,1,True
@synthetic_creator_0713,instagram,264474,3522,80,21565,61.3,19.3,21.2,82.9,23.6,25.5,29.5,0.6,41.9,0.57,0.951,0,True
@synthetic_creator_0714,instagram,208391,9247,542,60977,36.5,14.7,10.3,80.6,46.9,25.6,18.4,15.3,2.4,0.632,0.705,0,True
@synthetic_creator_0715,instagram,62375,2239,67,16296,77.0,44.6,14.7,72.9,58.5,13.2,11.2,3.4,23.1,0.832,0.817,1,True
@synthetic_creator_0716,tiktok,41102,364,6,6910,98.3,43.7,30.8,52.3,8.3,54.8,0.0,3.2,0.4,0.685,0.423,1,True
@synthetic_creator_0717,instagram,611028,27552,352,86312,40.4,14.7,16.3,79.9,26.7,21.0,12.2,13.9,61.1,0.605,0.838,0,True
@synthetic_creator_0718,snapchat,176108,11839,494,53108,9.1,3.1,4.4,48.5,0.0,26.7,2.1,25.6,11.9,0.445,0.67,0,True
@synthetic_creator_0719,instagram,78689,2790,165,24352,67.5,22.8,16.3,46.8,26.4,19.0,26.3,19.4,17.7,0.519,0.863,0,True
@synthetic_creator_0720,instagram,239087,4557,249,39335,46.7,26.3,11.8,45.9,13.7,31.6,0.0,20.1,4.9,0.701,0.553,0,True
@synthetic_creator_0721,youtube,1038847,15880,716,370535,51.7,28.2,14.4,79.6,25.6,43.5,13.8,13.7,48.3,0.472,0.652,1,True
@synthetic_creator_0722,instagram,17380,606,36,2504,68.9,35.0,20.5,64.1,88.5,50.0,1.3,11.6,1.1,0.898,0.809,1,True
@synthetic_creator_0723,instagram,44535,796,36,3315,43.6,21.8,10.8,66.5,64.4,13.6,9.9,22.9,1.2,0.953,0.666,1,True
@synthetic_creator_0724,instagram,88657,1454,39,23046,48.3,17.4,13.4,64.8,1.2,41.5,16.7,9.4,48.3,0.628,0.479,1,True
@synthetic_creator_0725,snapchat,1549456,227157,9100,135538,52.5,26.3,17.2,48.1,41.1,33.2,20.2,23.3,0.7,0.804,0.628,1,True
@synthetic_creator_0726,instagram,376662,12809,179,55306,91.7,29.7,23.6,54.9,46.0,39.6,9.4,27.4,0.3,0.592,0.761,1,True
@synthetic_creator_0727,instagram,673862,35582,750,153313,55.8,37.4,6.0,55.7,23.2,23.6,17.6,6.6,5.3,0.741,0.819,1,True
@synthetic_creator_0728,instagram,68309,2763,85,10261,24.1,7.8,8.6,43.9,33.6,22.2,3.4,8.1,10.0,0.788,0.826,1,True
@synthetic_creator_0729,tiktok,70021,552,11,8770,25.1,11.8,4.8,57.4,35.5,39.0,12.5,9.5,10.6,0.632,0.509,1,True
